Rank,Team/User Name,School/Organization,Score
6269,"Westwood Hackers B","Westwood High School",700
6270,"451","Hogwarts",700
6271,"mtrotter","NC A&T State University",700
6272,"mothlikeslamp123","Countryside, Clearwater FL",700
6273,"horelius","UMBC",700
6274,"roast","East Brunswick High School",700
6275,"sarcosvwa","Tuban",700
6276,"luser","High Technology High School",700
6277,"gbalcita","Meadowvale Secondary School",700
6278,"big men lenny","Munford High School",700
6279,"rensvdlinden","Fontys",700
6280,"picasa","IIT Bombay",700
6281,"Qutissu","Alberti",700
6282,"Slayer21","Myself",700
6283,"CyberListz","Keio University",700
6284,"RagnaChris","Universitas Indonesia",700
6285,"adrian9856","APU",700
6286,"matpang99","HYU",700
6287,"chaotic3","University of Southern California",700
6288,"Murda Bob","Mamaroneck High School",700
6289,"lamb","Wayland high school, Wayland MA",700
6290,"DBon","wayland high school",700
6291,"baseFight","重庆理工大学",700
6292,"finnmad","---",700
6293,"nf2004","south high school",700
6294,"sonofpepsi","University of South Alabama",700
6295,"Algonquin 2","Algonquin Regional High School, Northborough",700
6296,"rcudworth","MCTI, Bartonsville, PA",700
6297,"Ore wa ochin chin ga daisuki nandayo","DSBN Academy",700
6298,"PBP Anonymous","St.Michael C.S.S",700
6299,"HHHH","Huron Heights Secondary School",700
6300,"Cameron321","Lincoln, High/ Alabama/AL",700
6301,"losers","Lincoln High School",700
6302,"CatGivesHugs","Bergen County Academies",700
6303,"TymLock","Craig Kielburger",700
6304,"styx","slspa",700
6305,"CTA","Lakeside School",700
6306,"SH1041761","South High, Torrance, CA",700
6307,"sMoon0325","South High School, Torrance, CA",700
6308,"thoranth","UNICAMP",700
6309,"ninmcasteo","UNICAMP",700
6310,"victorvaneetvelt","KU Leuven",700
6311,"portack3","regewtw",700
6312,"2Spooky4U","St Mary's, London",700
6313,"magikarp0831","TKU",700
6314,"itismyname2","Free",700
6315,"michaellehmann","Brenham High School",700
6316,"AhegaoGirls","West Leyden High school",700
6317,"PulseSecure21","CAMBRIDGE",700
6318,"amumuchan1","John Polanyi CI",700
6319,"allannozomu","UNICAMP",700
6320,"TeamWyaht","red bank regional",700
6321,"sethfranklin","Staples High School",700
6322,"IGJoe","Lansing Community College",700
6323,"patrickiscool","Algonquin Regional High School",700
6324,"sblocksmith","N/A",700
6325,"merkelthelonewolf","UA Highschool",700
6326,"jewellrhy","Glendale Community College",700
6327,"juicetin","Troy High School",700
6328,"ISS","Troy high school",700
6329,"hash_slinging_slasher","Kapolei High School",700
6330,"Valcorthegreat","utah valley university",700
6331,"TheInvincibles","IIIT Delhi",700
6332,"Jfish","FPT university",700
6333,"MihraceF","Bergenfield High School",700
6334,"staneta","University of Warsaw",700
6335,"prefer not to say","East Lake High School, Tarpon, FL",700
6336,"seminolewarhawkscyber","Seminole High School ",700
6337,"abraha78","Riley high school",700
6338,"Fire Phoenixs","Matoaca High School",700
6339,"armoni1010531","riley high school",700
6340,"Thunderbolt Heroes","Derby High School",700
6341,"tigx7","Upper Canada College",700
6342,"8fb7","East Lake High School",700
6343,"death6y7","EVIT_",700
6344,"mossyhorn","Michigan Lutheran Seminary, Saginaw, MI",700
6345,"jheurteux","Magnet High School",700
6346,"tiger","riley high school in ",700
6347,"dobbstj","Highlands Ranch High School",700
6348,"BANJCN","Sisler High School ",700
6349,"GangGang","La Jolla Highschool",700
6350,"gryzo","WeGoSTEM",700
6351,"juangg852","John Jay College of Criminal Justice ",700
6352,"ArunA6","Upper Canada College",700
6353,"PommerKid","sisler high school",700
6354,"SWIFT-DEMO","Compton University",700
6355,"testitabc","IVE",700
6356,"fuong","University of Washington",700
6357,"tt88l","PTIT",700
6358,"HuFi-ChaoBan2","Đại học Công Nghiệp Thực Phẩm",700
6359,"t6yl","Highlands Ranch High School",700
6360,"RCB","Cal High",700
6361,"cozyrohan","California Highschool",700
6362,"okiba","St. Joan Of Arc Catholic Secondary School",700
6363,"Madarsh","IIIT Delhi",700
6364,"SathvikRavi","John P. Stevens High School",700
6365,"PG16","Thapar University",700
6366,"daamai","MoritoiClub",700
6367,"crathva","National Taiwan University",700
6368,"manga123","John Rennie",700
6369,"flamtaps","Ohio State University",700
6370,"l1btrds must d1e","National Republican Party",700
6371,"diana73780","Riley High School",700
6372,"71383ozy","Riley High School",700
6373,"DAIS","Dhirubhai Ambani International School",700
6374,"Moraxno","TU Ilmenau",700
6375,"Zzz","huree",700
6376,"perpendcular","tcs",700
6377,"kategunnw","la jolla high school ",700
6378,"BEAUGARVEY","lajolla high school",700
6379,"Stefano","Als fi a",700
6380,"Rojo","Golden Valley ",700
6381,"frozenduck","De La Salle College Oaklands",700
6382,"QuachHongThu131","ptithcm",700
6383,"xantzy","NUS",700
6384,"harrislichstein","Hun School of Princeton",700
6385,"bam8ou","independant",700
6386,"Joeshalchagwa","Education",700
6387,"Devil","IIIT Lucknow",700
6388,"bigboiclub","Kapolei High School",700
6389,"aluu999","Eleanor Roosevelt High School, Greenbelt, MD",700
6390,"shenava92","Northeastern University",700
6391,"kingsreign","Virginia Commonwealth University",700
6392,"limarcospap","Instituto Militar de Engenharia",700
6393,"CDCUI1","University of Idaho",700
6394,"angelmd","UAT",700
6395,"Spooky Boys","Virginia Military Institute",700
6396,"dongyeon1201","1234",700
6397,"witlixx","BHASVIC",700
6398,"AWildZeebra","John Polanyi Collegiate Institute",700
6399,"goleman","Alta",700
6400,"Team Dana","Verdugo Hills High School",700
6401,"Alexdelrio12","Cabrillo",700
6402,"HagarCorvus","None",700
6403,"Terra State","Terra State Community College",700
6404,"1018660","South High",700
6405,"1021169","South High School,Torrance, California",700
6406,"Svelte","N/A",700
6407,"Bryan's Angels","Summit High School, Fontana, CA",700
6408,"zer0coo1","RGI",700
6409,"Oscar and all of his disciples","Bloomfield high school, Indiana",700
6410,"1474158an","Lake Braddock Secondary School, Burke, VA",700
6411,"NaCl","Clarkson Secondary School",700
6412,"PACMAN","HFUT,Hefei",700
6413,"xavier","Clear Springs High School",700
6414,"ain","ahss",700
6415,"tonyrevelles123","Redlands East Valley High School",700
6416,"T410","Self Employed Software Developer",700
6417,"that IZZA","Hun School of Princeton",700
6418,"Chicken Scream 3.17159","Ronan",700
6419,"henry123","John Polanyi Collegiate Institute",700
6420,"Martin862002","Redlands East Valley",700
6421,"Three Amigos","Indian Valley High School",700
6422,"Divx","King Abdulaziz  University",700
6423,"Combustion18 ","AY Jackson",700
6424,"rameneveryday","Mountain View High School, CA",700
6425,"AESIR","Freedom",700
6426,"anhdt","FPT University",700
6427,"Gezawezafeza","Work",700
6428,"YesPurpleMountain","Orchestra,Athens,GR",700
6429,"Rocket","Brenham High School",700
6430,"Pen Island","Vandegrift High School",700
6431,"shadowCAD","Fallbrook",700
6432,"texas","Poolesville High School",685
6433,"SpEnCeR","Valencia High School",685
6434,"SwaggySwank","University of Hawaii",685
6435,"Alphont","QueenMS",685
6436,"turingtest","none",685
6437,"athrvk","IIT(ISM)",685
6438,"techygeek","Troy High School",685
6439,"dontknow","FHSTP",685
6440,"Grinch","Cabrillo College",685
6441,"The Nope Sleds","SANS Technology Institute",675
6442,"s99","AAAA",675
6443,"Stella","IIITA",675
6444,"murphi","Politeknik STIS",675
6445,"asdfghjkl123","sndjsdn",675
6446,"vbharadw","Purdue University",675
6447,"Hackman","St. Pius X School",675
6448,"lightbox","UITM",675
6449,"Informatycy Galycy","none",675
6450,"UUU","CAMS",675
6451,"Probnotgonnawin","Twin Lakes",675
6452,"equipo maravilla","FES ACATLAN",675
6453,"Relentless","Methacton Highschool",675
6454,"UnicornsAndRainbows","Texas A&M University",675
6455,"kelvin","AIS",675
6456,"ricora_2","Tokyo University of Science",675
6457,"The French Toast Mafia","West Allegheny High School",675
6458,"lukeB","Wellesley High School",675
6459,"Swade","Cerritos High School,Cerritos, Ca",675
6460,"Austin2024","South High school Torrance",675
6461,"ItsCheeseModz","No school",675
6462,"CarlosDanger","Cal Poly Pomona",675
6463,"theblackchef","iiit allahabad",675
6464,"Huron407","Huron Heights Secondary School",675
6465,"CTRLALTD3F3AT","seven lakes highschool",675
6466,"Amangukiya","Bergen County Academies, Hackensack NJ",675
6467,"khalludi123","George Mason University",675
6468,"Cause","Southwest High School",675
6469,"333922110","Silverthorn",675
6470,"M00N5H1N3","Ledyard High School",675
6471,"austinpearson2002","Matoaca High School",675
6472,"No sympathy","East Lake",675
6473,"Hack Squad","New River Community College",675
6474,"The B Team ","St.Peters Secondary School",675
6475,"NeilMcNeilD","Neil McNeil High School",675
6476,"CyberDoge","UTS",675
6477,"Benis","Turner Ashby High School",675
6478,"bpadgett","madison southern,kentucky,ky",675
6479,"tarmstro","Dalton School",675
6480,"Dumb Boys","Mineola High School",675
6481,"bewaek","VIU",675
6482,"Asl","SOSH№17",675
6483,"ylongkaka","PSA",675
6484,"youngAnakin","Hampton University",675
6485,"PLT","Niji",675
6486,"the3est","Politecnico di Milano",675
6487,"ChaoS","TECHNO INDIA SALT LAKE",675
6488,"idkwhyimdoingthis","High School North",675
6489,"tonotech1101","Cetis 107",675
6490,"kandyshim","University of Washington",675
6491,"imtys95","none",675
6492,"polalcaide","IES Carles Vallbona",675
6493,"HulkV.S.TheWorld","Warwick High School",675
6494,"BadRelay","UAT",675
6495,"BrazilChinaUSBelgium","Hun School of Princeton",675
6496,"XMarkSpot","Golda Och Academy",675
6497,"JosephA","Elsinore High School",675
6498,"steeladl","n/a",675
6499,"KONGJU","KONGJU NATIONAL UNIVERSITY",675
6500,"jandaconda","Applewood Height Secondary School, Ontario",675
6501,"alexakop","verdugo",675
6502,"alexbagra","verdugo hills high school",675
6503,"VexillaMap","Instituto Superior Técnico",675
6504,"smaxxx","Example School",675
6505,"P2C4","Pikes Peak Community College",660
6506,"hack1234","A,a,a",660
6507,"blesswood","Lyceum Innopolis",660
6508,"n4r1","Tokyo Institute of Technology",650
6509,"amananandrai","Madan Mohan Malaviya University of Technology",650
6510,"TheOldMan","Rutgers",650
6511,"B1rdN3rd","Penn State",650
6512,"blaubaron","Citrix Systems, Inc.",650
6513,"bobson","CMU",650
6514,"DarkLaw","Universitatea Politehnica din Bucuresti",650
6515,"n4chtm4hr","University of Maryland University College",650
6516,"cdo4","Millersville University",650
6517,"Ayn","Purple Team Security",650
6518,"0Bar3","bvcoe",650
6519,"The_legends","Think Campus",650
6520,"robg","Example School",650
6521,"Learner","School of learners",650
6522,"realzayka","Iann",650
6523,"wachinyu","none",650
6524,"CobaltGang","ING",650
6525,"1024061","South High School",650
6526,"Aldoron","School of PWN",650
6527,"NuclearFizzler","Toby Johnson Middle School",650
6528,"Null_Name","West Allegheny",650
6529,"tomciox","University of Warsaw",650
6530,"kfc_gang","Highland Park",650
6531,"Cool Beans","Grissom",650
6532,"Cedarbrae Colts","Cedarbrae CI",650
6533,"Obama is Gone","Vista Ridge",650
6534,"gchs66","graves county high school",650
6535,"mili","National Yunlin University of Science & Technology",650
6536,"evansmith","Cerritos High School",650
6537,"CyberTeam Alpha","Mililani High School",650
6538,"Mabby","Washington High School",650
6539,"Montgomery College","Montgomery College, Germantown, MD",650
6540,"Pico de Gallo","Byram HIlls Highschool",650
6541,"The Knights Who Say Ni","Winchester Thurston",650
6542,"BonnieBranch","Bonnie Branch Middle SChool",650
6543,"SCHOOL OF SCIENCE","Brenham High School",650
6544,"H0w D0 I H@ck?","CEC,Newnan, GA",650
6545,"Good Team","La Jolla High School",650
6546,"Bobster's Lobsters","UIUC",650
6547,"k0z3r0","UTM",650
6548,"rahuly","MIT",650
6549,"asdadssdaa","test",650
6550,"Divided","Montgomery High School",650
6551,"Elusion","Tea Area",650
6552,"gchs73","gchs",650
6553,"FriedPotatoes","John F Kennedy Cedar Rapids",650
6554,"last","CMU",650
6555,"j4yd33p","APS, Pune",650
6556,"real0ne","gachon",650
6557,"Free Ted","Mount Saint Joseph High School",650
6558,"zacharymatthewhanlon","Riverview",650
6559,"KGRabbit","Chico Country Day, Chico, CA",650
6560,"大神滑稽团","NJUPT",650
6561,"c0dzilla","Indian Institute of Technology Roorkee",650
6562,"Agnes","john jay college of criminal justice",650
6563,"SOPHOSVN","DASS",650
6564,"CyberSwag","University of MD",650
6565,"honeycuttmelanie","Cabrillo High School",650
6566,"cutThatFat","Naperville North High School, IL",650
6567,"hadnogi","css",650
6568,"X-nxiety","MDTC",650
6569,"daddy greg","Newmarket High School",650
6570,"GatewayGators","Gateway MIddle School, Monroeville PA",650
6571,"Team23","Broadalbin",650
6572,"Joseph2344","fallbrook high school",650
6573,"panzermajier","Nashua High School South ",650
6574,"Andyy","Royal institute of technology",650
6575,"Coder13211","Jon Polayni collegiate institute",650
6576,"TeamRios","JHF Polytechnic-Netacad",650
6577,"feelsroad","Other",650
6578,"oopss","Hazelwood West High School",650
6579,"Team876","Old dominion University, Norfolk, VA",650
6580,"Ponnax Cyberden","Massaponax High School",650
6581,"yuko29","NCTU",650
6582,"Saquon Fans","Nashua High School South",650
6583,"The Hegals","Blue Springs South",650
6584,"ANKLExSNATCHER10","Fallbrook High School",650
6585,"LL3000","I do not remamber",650
6586,"RupertHandford","MR3",635
6587,"depp1234","Deshi",635
6588,"techaddict","Fallbrook high school",635
6589,"Masala Code","Mount Hebron High School",625
6590,"ctfishard","cphs",625
6591,"mkainth76","Louise Arbour SS ",625
6592,"Idklmao1234","Idk, Pittsburg US",625
6593,"truetr","Chonbuk National University",625
6594,"Singha22","DRHS",625
6595,"NYP_NOOBS","NYP",625
6596,"Brown Bois","Brown University",625
6597,"crystalrain","UCLA",625
6598,"VLOOKUP","La Jolla High School",625
6599,"mracpen","ULisboa",625
6600,"xanthic","pittsburg",625
6601,"tayeb","shirazu",625
6602,"Golden Disappointment","Mira Mesa High School, San Diego, CA",625
6603,"chrissphinx","Western Michigan University",625
6604,"Cal","California High School",625
6605,"hawan_papad","IIT Roorkee",625
6606,"anirudhhack","iet lucknow",625
6607,"zero2","the gg school",625
6608,"shivani","BHARATI VIDYAPEETH'S COLLEGE OF ENGINEERING",625
6609,"Team233","None",625
6610,"Zepa","University of Technology",625
6611,"DATaB0i","Hacker High School, Jeanette, PA",625
6612,"JasperGhost","Exeter",625
6613,"kyarukyurasu","Panther Creek High School",625
6614,"ctrwbrrycakches","Phillips Exeter Academy",625
6615,"ag3713","American University",625
6616,"KERTM","kyungpook national university",625
6617,"khs0203","Chosun University",625
6618,"Easyer","Kyonggi",625
6619,"To old to die young","Hochschule Furtwangen",625
6620,"FL162's Team","Poolesville High School, Poolesville, MD",625
6621,"quynhkle","University of South Alabama",625
6622,"Lueeem","Asia Pacific University",625
6623,"jianzhaolim","apu",625
6624,"ITdontknowcat","MCTI",625
6625,"It_was_supposed_to_be_my_day","Stevenson High School, Livonia, MI",625
6626,"GOTEMBOYZ","Ridgewood High School",625
6627,"Ilovetacos","Countryside High School",625
6628,"Saber","Salisbury Composite High-school Sherwood Park AB",625
6629,"rkvothe","Self-learning",625
6630,"oemoore18","Grissom High School",625
6631,"anyusername","MEPhI",625
6632,"CyberSecurity123","Virgil I Grissom High School, Huntsville, AL",625
6633,"Solomino","Weat Windsor Plainsboro High School North",625
6634,"burnster","UNSW",625
6635,"saran","Thales",625
6636,"li3zon3","Duy Tan",625
6637,"hoklwong6","polyU",625
6638,"hyperbola","NCTU",625
6639,"Slaquinhaquin","SATEC@W.A.Porter C.I.",625
6640,"MoonLTU","Kauno Jėzuitų Gimnazija",625
6641,"Khalnayak","IIT Roorkee",625
6642,"EnigmaKey","West Humber",625
6643,"RSK","Jarvis CI",625
6644,"Boom Squad","Academy for Science and Design ",625
6645,"lnicholson50","Alpharetta High School",625
6646,"team WILL surpass Jordan","Harvard-Westlake High School",625
6647,"nary","Academy for Science and Design, ",625
6648,"mharrit","University of Maryland - College Park",625
6649,"Darkside","University of Maryland",625
6650,"Ausername","Rancho Cucamonga High School, CA",625
6651,"James' Research Assistant","University of Texas at San Antonio",625
6652,"PseudoRandom","IIIT-Delhi",625
6653,"gladdebever","HAN",625
6654,"Zombies","Stroudsburg Jr High, Stroudsburg, PA",625
6655,"hyperjelky","EVIT",625
6656,"JotaroKujo","East Valley Institute of Technology",625
6657,"Kanade","Evit",625
6658,"Megumin","Evit",625
6659,"sweetz","EVIT",625
6660,"trick","Texas A&M",625
6661,"DosaLover","UIUC",625
6662,"vb10","University of Illinois",625
6663,"gone116","UIUC",625
6664,"solipsist","dasf",625
6665,"Falcons","Peddie School",625
6666,"solo","University of Georgia",625
6667,"mstuart2018","La Jolla High School",625
